date,T,Po,P,U,Ff,N,Tn,Tx,H,VV,Td,RRR,sss
2019-12-06 07:00:00,-12.0,726.4,767.6,85.0,0,Облаков нет.,-13.0,,,10.0,-14.1,Осадков нет,60.0
2019-12-06 13:00:00,-4.6,724.0,763.9,90.0,1,100%.,,,600-1000,10.0,-6.0,,
2019-12-06 19:00:00,-2.0,725.6,765.2,90.0,0,100%.,,-1.7,600-1000,4.0,-3.5,Следы осадков,
2019-12-07 01:00:00,-3.5,731.7,771.8,89.0,6,100%.,,,300-600,2.0,-5.0,,
2019-12-07 07:00:00,-9.2,731.5,772.4,88.0,0,40%.,-9.7,,600-1000,10.0,-10.9,2,61.0
2019-12-07 10:00:00,-8.4,729.2,769.9,88.0,0,100%.,-10.9,,1000-1500,10.0,-10.0,,
2019-12-07 13:00:00,-5.6,728.6,769.0,89.0,0,100%.,,,300-600,2.0,-7.1,,
2019-12-07 16:00:00,-4.4,728.6,768.7,89.0,0,100%.,,,300-600,1.0,-5.9,,
2019-12-07 19:00:00,-4.3,728.5,768.6,91.0,0,100%.,,-4.2,300-600,1.0,-5.6,8,
2019-12-08 01:00:00,-3.0,728.0,767.8,92.0,1,100%.,,,200-300,1.0,-4.1,,
2019-12-08 07:00:00,-1.0,728.7,768.3,92.0,1,100%.,-4.5,,300-600,1.0,-2.1,18,116.0
2019-12-08 19:00:00,-1.0,729.8,769.4,92.0,2,100%.,,0.1,300-600,2.0,-2.2,19,
2019-12-09 01:00:00,-0.7,732.2,772.0,87.0,4,100%.,,,300-600,2.0,-2.7,,
2019-12-09 04:00:00,-0.9,733.3,773.2,88.0,1,100%.,,,300-600,2.0,-2.6,,
2019-12-09 07:00:00,-0.8,733.6,773.5,88.0,0,100%.,-1.2,,300-600,4.0,-2.5,7,132.0
2019-12-09 10:00:00,-1.1,734.0,773.9,92.0,0,100%.,-1.4,,300-600,4.0,-2.2,,
2019-12-09 13:00:00,0.2,733.8,773.5,84.0,0,100%.,,,600-1000,4.0,-2.2,,
2019-12-09 16:00:00,-0.1,733.2,772.9,84.0,0,100%.,,,600-1000,4.0,-2.5,,
2019-12-09 19:00:00,-1.5,733.0,772.9,92.0,0,100%.,,0.6,600-1000,4.0,-2.6,Следы осадков,
2019-12-09 22:00:00,-2.2,732.6,772.5,93.0,0,100%.,,,600-1000,4.0,-3.2,,
2019-12-10 01:00:00,-1.8,731.6,771.4,94.0,0,100%.,,,600-1000,4.0,-2.7,,
2019-12-10 04:00:00,-2.3,731.1,771.1,92.0,0,100%.,,,600-1000,10.0,-3.4,,
2019-12-10 07:00:00,-7.2,730.8,771.4,90.0,0,"90  или более, но не 100%",-7.2,,600-1000,10.0,-8.6,Осадков нет,121.0
2019-12-10 10:00:00,-7.7,730.9,771.7,90.0,0,70 – 80%.,-8.6,,1000-1500,10.0,-9.1,,
2019-12-10 13:00:00,-3.9,730.5,770.6,91.0,0,"90  или более, но не 100%",,,1000-1500,10.0,-5.1,,
2019-12-10 16:00:00,-4.3,730.3,770.5,89.0,0,40%.,,,1000-1500,10.0,-5.9,,
2019-12-10 19:00:00,-6.8,730.6,771.2,91.0,0,"90  или более, но не 100%",,-1.0,600-1000,10.0,-8.1,Осадков нет,
2019-12-10 22:00:00,-6.4,730.3,770.8,90.0,0,"90  или более, но не 100%",,,600-1000,10.0,-7.8,,
2019-12-11 01:00:00,-5.3,730.4,770.8,91.0,0,"90  или более, но не 100%",,,600-1000,10.0,-6.5,,
2019-12-11 04:00:00,-4.9,730.3,770.5,91.0,0,100%.,,,600-1000,10.0,-6.1,,
2019-12-11 07:00:00,-6.1,730.0,770.5,90.0,0,100%.,-7.1,,600-1000,10.0,-7.5,Осадков нет,114.0
2019-12-11 10:00:00,-8.1,730.0,770.8,89.0,0,Небо не видно из-за тумана и/или других метеорологических явлений.,-8.1,,"2500 или более, или облаков нет.",0.5,-9.6,,
2019-12-11 13:00:00,-6.9,729.2,769.8,89.0,0,40%.,,,"2500 или более, или облаков нет.",10.0,-8.5,,
2019-12-11 16:00:00,-8.6,729.0,769.8,86.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-10.5,,
2019-12-11 19:00:00,-11.6,729.7,771.0,85.0,0,40%.,,-5.4,"2500 или более, или облаков нет.",10.0,-13.7,Осадков нет,
2019-12-11 22:00:00,-13.3,730.2,771.8,82.0,0,40%.,,,"2500 или более, или облаков нет.",10.0,-15.7,,
2019-12-12 01:00:00,-12.9,730.5,772.0,84.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-15.1,,
2019-12-12 04:00:00,-16.3,730.5,772.6,82.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-18.7,,
2019-12-12 07:00:00,-17.7,730.1,772.5,80.0,0,20–30%.,-17.8,,"2500 или более, или облаков нет.",10.0,-20.4,Осадков нет,103.0
2019-12-12 10:00:00,-18.3,729.8,772.3,79.0,0,20–30%.,-18.5,,"2500 или более, или облаков нет.",10.0,-21.1,,
2019-12-12 13:00:00,-10.4,729.0,770.0,85.0,0,20–30%.,,,"2500 или более, или облаков нет.",50.0,-12.5,,
2019-12-12 16:00:00,-12.0,727.7,769.0,83.0,0,20–30%.,,,"2500 или более, или облаков нет.",50.0,-14.3,,
2019-12-12 19:00:00,-15.0,727.3,769.0,83.0,0,Облаков нет.,,-8.4,,10.0,-17.3,Осадков нет,
2019-12-12 22:00:00,-16.8,726.6,768.5,79.0,0,Облаков нет.,,,,10.0,-19.6,,
2019-12-13 01:00:00,-17.9,725.9,768.1,78.0,0,Облаков нет.,,,,10.0,-20.9,,
2019-12-13 04:00:00,-18.3,725.3,767.5,78.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-21.2,,
2019-12-13 07:00:00,-18.8,724.5,766.7,77.0,0,70 – 80%.,-19.1,,"2500 или более, или облаков нет.",10.0,-21.9,Осадков нет,99.0
2019-12-13 10:00:00,-18.9,724.4,766.6,77.0,0,70 – 80%.,-19.4,,"2500 или более, или облаков нет.",10.0,-21.9,,
2019-12-13 13:00:00,-11.6,724.1,765.1,84.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-13.8,,
2019-12-13 16:00:00,-10.3,724.2,765.0,85.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-12.3,,
2019-12-13 19:00:00,-11.4,725.2,766.2,87.0,0,100%.,,-9.2,600-1000,10.0,-13.2,Осадков нет,
2019-12-13 22:00:00,-9.9,725.5,766.3,87.0,0,100%.,,,600-1000,10.0,-11.7,,
2019-12-14 01:00:00,-8.4,725.4,765.9,88.0,0,100%.,,,300-600,4.0,-10.0,,
2019-12-14 04:00:00,-7.2,724.6,765.0,88.0,0,100%.,,,300-600,4.0,-8.8,,
2019-12-14 07:00:00,-6.5,723.7,763.8,90.0,0,100%.,-11.4,,300-600,2.0,-7.9,2,100.0
2019-12-14 10:00:00,-5.8,724.1,764.2,91.0,0,100%.,,,200-300,1.0,-7.1,,
2019-12-14 13:00:00,-4.3,724.3,764.2,90.0,0,100%.,,,300-600,2.0,-5.7,,
2019-12-14 16:00:00,-1.9,724.8,764.3,92.0,0,100%.,,,300-600,2.0,-3.0,,
2019-12-14 19:00:00,-1.3,726.3,765.7,92.0,3,100%.,,-1.3,300-600,4.0,-2.4,5,
2019-12-14 22:00:00,-2.5,728.7,768.5,90.0,3,100%.,,,300-600,4.0,-3.9,,
2019-12-15 01:00:00,-4.8,731.8,772.2,83.0,3,100%.,,,300-600,4.0,-7.3,,
2019-12-15 04:00:00,-5.9,733.8,774.4,81.0,1,100%.,,,300-600,4.0,-8.6,,
2019-12-15 07:00:00,-6.2,734.7,775.4,84.0,2,100%.,-6.3,,300-600,4.0,-8.5,2,103.0
2019-12-15 10:00:00,-7.2,735.8,776.8,86.0,0,100%.,,,600-1000,4.0,-9.1,,
2019-12-15 13:00:00,-5.9,736.3,777.1,77.0,1,100%.,,,600-1000,4.0,-9.4,,
2019-12-15 16:00:00,-6.2,736.7,777.6,80.0,0,100%.,,,600-1000,10.0,-9.2,,
2019-12-15 19:00:00,-8.0,737.5,778.6,89.0,0,100%.,,-5.6,600-1000,10.0,-9.5,Следы осадков,
2019-12-15 22:00:00,-9.3,737.9,779.3,89.0,0,100%.,,,600-1000,10.0,-10.8,,
2019-12-16 01:00:00,-12.0,738.1,780.0,88.0,0,100%.,,,600-1000,10.0,-13.6,,
2019-12-16 04:00:00,-12.6,738.2,780.2,86.0,0,100%.,,,600-1000,10.0,-14.5,,
2019-12-16 07:00:00,-11.7,738.0,779.8,85.0,0,100%.,-13.4,,600-1000,10.0,-13.7,Следы осадков,97.0
2019-12-16 10:00:00,-12.6,738.3,780.2,84.0,0,"90  или более, но не 100%",,,600-1000,10.0,-14.7,,
2019-12-16 13:00:00,-8.8,738.1,779.5,75.0,0,50%.,,,"2500 или более, или облаков нет.",10.0,-12.4,,
2019-12-16 16:00:00,-11.5,737.8,779.6,83.0,1,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-13.9,,
2019-12-16 19:00:00,-13.5,738.5,780.7,86.0,0,"90  или более, но не 100%",,-7.6,600-1000,4.0,-15.3,"0,8",
2019-12-16 22:00:00,-12.3,738.4,780.4,85.0,1,100%.,,,300-600,4.0,-14.3,,
2019-12-17 01:00:00,-11.3,738.2,779.9,85.0,0,100%.,,,300-600,4.0,-13.3,,
2019-12-17 04:00:00,-10.8,737.9,779.6,86.0,1,100%.,,,600-1000,4.0,-12.7,,
2019-12-17 07:00:00,-10.5,737.8,779.3,86.0,0,100%.,-14.0,,300-600,4.0,-12.4,"0,8",97.0
2019-12-17 10:00:00,-9.9,738.0,779.5,85.0,0,100%.,,,300-600,4.0,-11.9,,
2019-12-17 13:00:00,-6.6,738.1,779.1,80.0,2,100%.,,,300-600,4.0,-9.5,,
2019-12-17 16:00:00,-6.7,738.5,779.5,81.0,3,100%.,,,300-600,4.0,-9.4,,
2019-12-17 19:00:00,-7.6,739.8,781.0,84.0,2,100%.,,-6.3,300-600,4.0,-9.9,2,
2019-12-17 22:00:00,-9.3,740.1,781.6,87.0,0,100%.,,,300-600,4.0,-11.1,,
2019-12-18 01:00:00,-11.5,739.9,781.8,87.0,0,100%.,,,300-600,4.0,-13.3,,
2019-12-18 04:00:00,-15.9,739.5,782.1,85.0,0,100%.,,,300-600,4.0,-17.9,,
2019-12-18 07:00:00,-17.1,738.8,781.6,80.0,0,"90  или более, но не 100%",-17.1,,600-1000,10.0,-19.7,1,99.0
2019-12-18 10:00:00,-15.1,738.0,780.4,82.0,0,"90  или более, но не 100%",,,600-1000,10.0,-17.5,,
2019-12-18 13:00:00,-9.9,736.6,778.1,76.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-13.3,,
2019-12-18 16:00:00,-9.4,735.4,776.6,79.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-12.4,,
2019-12-18 19:00:00,-15.2,734.8,777.1,86.0,0,"90  или более, но не 100%",,-8.1,"2500 или более, или облаков нет.",10.0,-17.0,Следы осадков,
2019-12-18 22:00:00,-17.1,734.0,776.5,78.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-20.0,,
2019-12-19 01:00:00,-19.8,732.8,775.7,77.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-22.8,,
2019-12-19 04:00:00,-21.2,731.8,774.8,76.0,0,40%.,,,"2500 или более, или облаков нет.",10.0,-24.4,,
2019-12-19 07:00:00,-19.3,731.1,773.8,77.0,0,40%.,-21.3,,"2500 или более, или облаков нет.",10.0,-22.3,Осадков нет,92.0
2019-12-19 10:00:00,-17.8,730.3,772.6,78.0,0,100%.,,,"2500 или более, или облаков нет.",10.0,-20.7,,
2019-12-19 13:00:00,-11.1,729.1,770.2,83.0,0,40%.,,,"2500 или более, или облаков нет.",20.0,-13.5,,
2019-12-19 16:00:00,-11.5,728.5,769.7,83.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-13.9,,
2019-12-19 19:00:00,-12.7,728.4,769.9,85.0,0,"90  или более, но не 100%",,-9.2,"2500 или более, или облаков нет.",10.0,-14.7,Осадков нет,
2019-12-19 22:00:00,-16.9,727.6,769.7,81.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-19.4,,
2019-12-20 01:00:00,-14.4,726.8,768.4,83.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-16.7,,
2019-12-20 04:00:00,-12.3,725.5,766.6,84.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-14.5,,
2019-12-20 07:00:00,-14.9,724.6,766.1,83.0,0,70 – 80%.,-17.5,,"2500 или более, или облаков нет.",10.0,-17.1,Осадков нет,89.0
2019-12-20 10:00:00,-15.9,724.7,766.5,80.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-18.6,,
2019-12-20 13:00:00,-10.3,724.9,765.8,86.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-12.2,,
2019-12-20 16:00:00,-8.3,725.4,765.9,80.0,0,100%.,,,1000-1500,10.0,-11.1,,
2019-12-20 19:00:00,-8.7,726.5,767.2,86.0,0,100%.,,-8.2,300-600,4.0,-10.6,"0,3",
2019-12-20 22:00:00,-7.7,726.7,767.2,87.0,1,100%.,,,300-600,2.0,-9.5,,
2019-12-21 01:00:00,-7.6,725.8,766.3,87.0,0,100%.,,,300-600,4.0,-9.4,,
2019-12-21 04:00:00,-11.5,724.9,766.0,87.0,0,"90  или более, но не 100%",,,600-1000,10.0,-13.3,,
2019-12-21 07:00:00,-12.7,723.7,764.9,86.0,0,70 – 80%.,-12.9,,"2500 или более, или облаков нет.",10.0,-14.6,2,96.0
2019-12-21 10:00:00,-12.5,723.1,764.2,85.0,0,"90  или более, но не 100%",-14.1,,"2500 или более, или облаков нет.",10.0,-14.5,,
2019-12-21 13:00:00,-8.5,722.2,762.6,86.0,1,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-10.5,,
2019-12-21 16:00:00,-5.4,721.7,761.6,84.0,0,100%.,,,"2500 или более, или облаков нет.",10.0,-7.7,,
2019-12-21 19:00:00,-6.2,721.6,761.6,91.0,0,100%.,,-5.1,"2500 или более, или облаков нет.",10.0,-7.5,Осадков нет,
2019-12-21 22:00:00,-5.1,721.5,761.2,90.0,0,100%.,,,600-1000,4.0,-6.5,,
2019-12-22 01:00:00,-4.3,721.2,760.9,84.0,0,100%.,,,300-600,4.0,-6.7,,
2019-12-22 04:00:00,-5.2,721.3,761.1,90.0,0,100%.,,,600-1000,4.0,-6.6,,
2019-12-22 07:00:00,-5.3,722.5,762.4,89.0,1,100%.,-7.7,,300-600,4.0,-6.8,Следы осадков,91.0
2019-12-22 13:00:00,-4.0,723.9,763.6,83.0,0,100%.,,,600-1000,10.0,-6.5,,
2019-12-22 19:00:00,-7.1,726.8,767.2,90.0,0,100%.,,-3.4,600-1000,4.0,-8.5,1,
2019-12-22 22:00:00,-5.3,727.7,767.8,91.0,1,100%.,,,600-1000,10.0,-6.6,,
2019-12-23 01:00:00,-9.0,727.7,768.5,88.0,0,Небо не видно из-за тумана и/или других метеорологических явлений.,,,600-1000,10.0,-10.7,,
2019-12-23 04:00:00,-13.0,728.1,769.6,85.0,0,100%.,,,600-1000,10.0,-15.0,,
2019-12-23 07:00:00,-15.6,728.0,769.9,83.0,0,Облаков нет.,-16.5,,,10.0,-17.9,Следы осадков,
2019-12-23 10:00:00,-16.2,728.7,770.7,81.0,0,60%.,-17.2,,"2500 или более, или облаков нет.",10.0,-18.8,,88.0
2019-12-23 13:00:00,-10.2,728.5,769.5,87.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-12.0,,
2019-12-23 16:00:00,-12.6,728.5,769.9,85.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-14.6,,
2019-12-23 19:00:00,-15.2,729.1,771.0,81.0,0,40%.,,-10.2,"2500 или более, или облаков нет.",10.0,-17.7,Осадков нет,
2019-12-23 22:00:00,-15.4,730.5,772.5,81.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-17.9,,
2019-12-24 01:00:00,-16.9,731.5,773.8,79.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-19.7,,
2019-12-24 07:00:00,-19.2,732.4,775.1,77.0,0,Облаков нет.,-19.4,,,10.0,-22.2,Осадков нет,85.0
2019-12-24 10:00:00,-22.7,732.6,776.0,74.0,0,20–30%.,-23.4,,"2500 или более, или облаков нет.",10.0,-26.1,,
2019-12-24 13:00:00,-15.9,731.5,773.7,80.0,0,70 – 80%.,,,"2500 или более, или облаков нет.",10.0,-18.6,,
2019-12-24 16:00:00,-13.6,730.5,772.2,83.0,1,100%.,,,1000-1500,10.0,-15.9,,
2019-12-24 19:00:00,-12.9,730.3,771.8,84.0,0,100%.,,-12.9,1000-1500,10.0,-15.1,Осадков нет,
2019-12-24 22:00:00,-11.8,730.3,771.7,85.0,0,100%.,,,300-600,4.0,-13.8,,
2019-12-25 01:00:00,-11.1,731.1,772.4,86.0,0,100%.,,,300-600,4.0,-13.0,,
2019-12-25 04:00:00,-7.6,731.4,772.1,88.0,0,100%.,,,300-600,4.0,-9.2,,
2019-12-25 07:00:00,-7.3,731.2,772.0,88.0,1,100%.,-12.9,,300-600,4.0,-8.9,3,89.0
2019-12-25 10:00:00,-8.3,729.7,770.5,88.0,0,100%.,,,300-600,4.0,-9.9,,
2019-12-25 13:00:00,-6.6,727.0,767.3,88.0,1,100%.,,,300-600,2.0,-8.3,,
2019-12-25 16:00:00,-5.0,725.2,765.2,90.0,0,100%.,,,300-600,2.0,-6.4,,
2019-12-25 19:00:00,-3.3,725.5,765.2,92.0,0,100%.,,-3.3,300-600,1.0,-4.5,10,
2019-12-25 22:00:00,-2.8,726.9,766.6,92.0,4,100%.,,,300-600,1.0,-4.0,,
2019-12-26 01:00:00,-3.3,727.3,767.1,90.0,6,100%.,,,300-600,0.5,-4.8,,
2019-12-26 04:00:00,-3.6,727.4,767.3,88.0,5,100%.,,,300-600,1.0,-5.4,,
2019-12-26 07:00:00,-4.1,727.6,767.6,88.0,3,100%.,-4.1,,300-600,1.0,-5.8,14,102.0
2019-12-26 10:00:00,-4.9,728.2,768.3,88.0,2,100%.,-4.9,,300-600,2.0,-6.6,,
2019-12-26 13:00:00,-5.2,727.9,768.1,83.0,4,100%.,,,300-600,2.0,-7.6,,
2019-12-26 16:00:00,-5.4,727.6,767.8,87.0,2,100%.,,,300-600,2.0,-7.2,,
2019-12-26 19:00:00,-5.6,727.4,767.6,87.0,4,100%.,,-4.1,300-600,2.0,-7.4,Осадков нет,
2019-12-26 22:00:00,-6.4,727.3,767.6,88.0,2,100%.,,,300-600,2.0,-8.1,,
2019-12-27 01:00:00,-6.9,727.2,767.6,87.0,2,100%.,,,300-600,2.0,-8.8,,
2019-12-27 04:00:00,-7.6,727.5,768.1,86.0,1,100%.,,,300-600,2.0,-9.5,,
2019-12-27 07:00:00,-11.7,728.1,769.3,86.0,1,60%.,-11.8,,300-600,4.0,-13.6,4,117.0
2019-12-27 10:00:00,-12.8,729.1,770.5,84.0,0,70 – 80%.,-13.5,,600-1000,4.0,-14.9,,
2019-12-27 13:00:00,-9.9,729.3,770.3,79.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-12.9,,
2019-12-27 16:00:00,-13.7,730.5,772.2,80.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-16.4,,
2019-12-27 19:00:00,-21.4,731.8,775.0,76.0,0,Облаков нет.,,-8.6,,10.0,-24.5,"0,3",
2019-12-27 22:00:00,-26.0,732.7,776.7,72.0,0,Облаков нет.,,,,10.0,-29.6,,
2019-12-28 01:00:00,-28.7,733.7,778.3,68.0,0,Облаков нет.,,,,10.0,-32.8,,
2019-12-28 04:00:00,-30.2,734.3,779.2,65.0,0,Облаков нет.,,,,10.0,-34.6,,
2019-12-28 07:00:00,-32.5,734.9,780.3,63.0,0,Облаков нет.,-32.5,,,10.0,-37.2,Осадков нет,115.0
2019-12-28 10:00:00,-33.2,735.4,780.8,62.0,0,Облаков нет.,-33.8,,,50.0,-37.9,,
2019-12-28 13:00:00,-25.3,734.5,778.4,71.0,0,Облаков нет.,,,,50.0,-29.0,,
2019-12-28 16:00:00,-17.1,733.8,776.3,78.0,1,Облаков нет.,,,,50.0,-20.1,,
2019-12-28 19:00:00,-18.0,733.7,776.3,78.0,2,Облаков нет.,,-16.5,,10.0,-20.9,Следы осадков,
2019-12-28 22:00:00,-25.6,733.3,777.3,71.0,0,Облаков нет.,,,,10.0,-29.3,,
2019-12-29 01:00:00,-23.6,732.5,776.0,74.0,1,Облаков нет.,,,,10.0,-26.9,,
2019-12-29 04:00:00,-26.6,731.8,775.9,70.0,0,Облаков нет.,,,,10.0,-30.4,,
2019-12-29 07:00:00,-27.6,731.1,775.3,68.0,0,Облаков нет.,-28.0,,,10.0,-31.7,Осадков нет,111.0
2019-12-29 10:00:00,-28.7,730.9,775.2,67.0,0,Облаков нет.,-29.1,,,50.0,-32.9,,
2019-12-29 13:00:00,-18.7,730.0,772.5,76.0,0,Облаков нет.,,,,50.0,-21.9,,
2019-12-29 16:00:00,-18.7,729.6,772.1,77.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-21.8,,
2019-12-29 19:00:00,-21.8,729.8,772.9,75.0,0,"90  или более, но не 100%",,-16.0,"2500 или более, или облаков нет.",10.0,-25.0,Осадков нет,
2019-12-29 22:00:00,-20.5,729.7,772.5,76.0,1,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-23.7,,
2019-12-30 01:00:00,-17.1,729.4,771.6,80.0,1,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-19.8,,
2019-12-30 04:00:00,-15.0,729.0,770.8,77.0,2,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-18.2,,
2019-12-30 07:00:00,-14.0,728.4,770.0,76.0,3,"90  или более, но не 100%",-22.6,,"2500 или более, или облаков нет.",10.0,-17.3,Осадков нет,107.0
2019-12-30 10:00:00,-12.6,727.7,769.0,80.0,2,100%.,,,600-1000,10.0,-15.4,,
2019-12-30 13:00:00,-9.9,726.7,767.6,80.0,2,100%.,,,300-600,4.0,-12.7,,
2019-12-30 16:00:00,-8.1,726.0,766.5,84.0,1,100%.,,,300-600,4.0,-10.4,,
2019-12-30 19:00:00,-7.5,726.1,766.6,86.0,1,100%.,,-7.4,300-600,1.0,-9.4,4,
2019-12-30 22:00:00,-6.9,726.4,766.7,87.0,1,100%.,,,300-600,2.0,-8.7,,
2019-12-31 01:00:00,-6.7,726.6,766.9,88.0,1,100%.,,,300-600,2.0,-8.4,,
2019-12-31 04:00:00,-6.4,727.1,767.4,89.0,1,100%.,,,300-600,2.0,-7.9,,
2019-12-31 07:00:00,-6.2,727.1,767.5,89.0,0,100%.,-7.5,,300-600,1.0,-7.7,5,107.0
2019-12-31 10:00:00,-6.0,727.9,768.2,89.0,0,100%.,,,300-600,2.0,-7.5,,
2019-12-31 13:00:00,-3.8,728.2,768.2,86.0,0,100%.,,,300-600,2.0,-5.9,,
2019-12-31 16:00:00,-3.5,728.6,768.6,89.0,0,100%.,,,300-600,2.0,-5.1,,
2019-12-31 19:00:00,-7.6,729.1,769.8,88.0,0,100%.,,-3.3,600-1000,4.0,-9.2,4,
2019-12-31 22:00:00,-7.7,729.3,769.9,89.0,0,100%.,,,600-1000,4.0,-9.2,,
2020-01-01 01:00:00,-7.8,729.3,769.9,88.0,0,100%.,,,600-1000,10.0,-9.4,,
2020-01-01 04:00:00,-7.5,728.8,769.3,89.0,0,100%.,,,600-1000,10.0,-9.0,,
2020-01-01 07:00:00,-16.3,739.2,781.9,74.0,2,100%.,-16.3,,600-1000,4.0,-19.9,"0,5",72.0
2020-01-01 10:00:00,-17.4,739.6,782.5,76.0,0,100%.,-17.4,,600-1000,4.0,-20.6,,
2020-01-01 13:00:00,-4.6,729.1,769.3,88.0,0,100%.,,,300-600,4.0,-6.3,,
2020-01-01 16:00:00,-14.5,739.4,781.7,73.0,0,100%.,,,600-1000,4.0,-18.3,,
2020-01-01 19:00:00,-7.2,729.7,770.3,90.0,0,100%.,,-3.6,600-1000,10.0,-8.6,2,
2020-01-01 22:00:00,-10.1,729.5,770.5,87.0,0,"90  или более, но не 100%",,,600-1000,10.0,-11.9,,
2020-01-02 01:00:00,-9.5,730.2,771.2,88.0,0,100%.,,,600-1000,10.0,-11.2,,
2020-01-02 04:00:00,-11.5,730.5,771.8,86.0,0,"90  или более, но не 100%",,,1000-1500,10.0,-13.4,,
2020-01-02 07:00:00,-11.8,730.3,771.7,85.0,0,"90  или более, но не 100%",-12.3,,"2500 или более, или облаков нет.",10.0,-13.8,Осадков нет,116.0
2020-01-02 10:00:00,-9.6,731.0,772.0,87.0,0,100%.,,,"2500 или более, или облаков нет.",10.0,-11.4,,
2020-01-02 13:00:00,-6.5,731.2,771.8,89.0,0,100%.,,,"2500 или более, или облаков нет.",10.0,-8.1,,
2020-01-02 16:00:00,-4.5,731.3,771.6,79.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-7.6,,
2020-01-02 19:00:00,-11.1,731.6,772.9,89.0,1,40%.,,-3.9,"2500 или более, или облаков нет.",10.0,-12.6,Осадков нет,
2020-01-02 22:00:00,-11.3,731.4,772.7,86.0,0,40%.,,,"2500 или более, или облаков нет.",10.0,-13.2,,
2020-01-03 01:00:00,-15.2,730.9,772.8,84.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-17.3,,
2020-01-03 04:00:00,-17.7,730.4,772.8,80.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-20.4,,
2020-01-03 07:00:00,-18.5,730.1,772.6,79.0,0,20–30%.,-18.8,,"2500 или более, или облаков нет.",10.0,-21.3,Осадков нет,112.0
2020-01-03 10:00:00,-19.4,730.9,773.5,78.0,0,20–30%.,-20.3,,"2500 или более, или облаков нет.",10.0,-22.3,,
2020-01-03 13:00:00,-11.4,730.1,771.4,85.0,0,"10%  или менее, но не 0",,,"2500 или более, или облаков нет.",20.0,-13.4,,
2020-01-03 16:00:00,-12.1,729.5,770.8,84.0,0,Облаков нет.,,,,50.0,-14.3,,
2020-01-03 19:00:00,-17.4,730.0,772.3,80.0,0,Облаков нет.,,-9.6,,10.0,-20.1,Осадков нет,
2020-01-03 22:00:00,-18.3,730.3,772.7,78.0,0,Облаков нет.,,,,10.0,-21.2,,
2020-01-04 01:00:00,-18.7,730.5,773.0,77.0,0,Облаков нет.,,,,10.0,-21.8,,
2020-01-04 04:00:00,-13.7,730.6,772.3,82.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-16.1,,
2020-01-04 07:00:00,-11.9,730.6,772.0,84.0,0,100%.,-20.1,,600-1000,10.0,-14.1,Следы осадков,110.0
2020-01-04 10:00:00,-10.3,731.0,772.2,85.0,0,100%.,,,600-1000,4.0,-12.3,,
2020-01-04 13:00:00,-7.8,731.0,771.8,87.0,0,100%.,,,600-1000,4.0,-9.6,,
2020-01-04 16:00:00,-6.1,731.5,772.0,88.0,0,100%.,,,300-600,2.0,-7.8,,
2020-01-04 19:00:00,-10.0,732.4,773.6,87.0,0,100%.,,-5.1,600-1000,10.0,-11.8,2,
2020-01-04 22:00:00,-8.2,732.1,773.1,88.0,0,100%.,,,600-1000,10.0,-9.9,,
2020-01-05 01:00:00,-8.6,731.9,772.9,88.0,0,100%.,,,"2500 или более, или облаков нет.",10.0,-10.3,,
2020-01-05 04:00:00,-7.9,731.9,772.8,88.0,0,100%.,,,"2500 или более, или облаков нет.",10.0,-9.6,,
