date,T,Po,P,U,Ff,N,Tn,Tx,H,VV,Td,RRR,sss
2017-01-12 01:00:00,-18.7,722.5,764.5,79.0,1,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-21.5,,
2017-01-12 07:00:00,-12.7,722.4,763.5,85.0,0,100%.,-19.7,,"2500 или более, или облаков нет.",10.0,-14.7,Осадков нет,125.0
2017-01-12 13:00:00,-9.4,726.1,766.9,88.0,0,100%.,,,600-1000,4.0,-11.0,,
2017-01-12 19:00:00,-7.0,728.5,769.0,89.0,1,100%.,,-6.4,300-600,4.0,-8.5,1,
2017-01-13 01:00:00,-10.4,730.4,771.6,86.0,0,"90  или более, но не 100%",,,600-1000,4.0,-12.3,,
2017-01-13 07:00:00,-14.2,730.4,772.2,84.0,0,"90  или более, но не 100%",-15.2,,600-1000,10.0,-16.3,1,120.0
2017-01-13 13:00:00,-14.8,731.1,772.6,80.0,0,60%.,,,600-1000,10.0,-17.5,,
2017-01-13 19:00:00,-15.6,732.6,774.7,83.0,0,70 – 80%.,,,600-1000,4.0,-17.9,"0,3",
2017-01-14 01:00:00,-20.0,733.9,776.9,79.0,0,60%.,,,600-1000,10.0,-22.8,,
2017-01-14 07:00:00,-19.0,734.5,777.4,79.0,0,"90  или более, но не 100%",-20.8,,600-1000,4.0,-21.8,"0,9",117.0
2017-01-14 13:00:00,-14.4,734.4,776.4,78.0,0,"90  или более, но не 100%",,,600-1000,4.0,-17.4,,
2017-01-14 19:00:00,-12.8,733.6,775.3,84.0,0,100%.,,-11.4,600-1000,4.0,-15.0,"0,4",
2017-01-15 01:00:00,-11.7,733.1,774.7,85.0,0,"90  или более, но не 100%",,,600-1000,4.0,-13.8,,
2017-01-15 07:00:00,-11.2,733.4,774.9,85.0,0,100%.,-12.8,,200-300,4.0,-13.2,2,119.0
2017-01-15 13:00:00,-8.8,735.3,776.5,81.0,3,100%.,,,300-600,2.0,-11.5,,
2017-01-15 19:00:00,-10.8,738.4,780.1,81.0,1,"90  или более, но не 100%",,-8.7,600-1000,4.0,-13.4,2,
2017-01-16 01:00:00,-13.3,738.6,780.7,82.0,0,100%.,,,300-600,4.0,-15.7,,
2017-01-16 07:00:00,-14.2,737.8,780.0,83.0,0,"90  или более, но не 100%",-15.6,,600-1000,4.0,-16.5,2,119.0
2017-01-16 13:00:00,-12.4,737.2,778.6,80.0,0,100%.,,,300-600,2.0,-15.1,,
2017-01-16 19:00:00,-11.8,737.2,779.0,85.0,0,100%.,,-9.2,300-600,2.0,-13.9,2,
2017-01-17 01:00:00,-12.7,736.6,778.6,84.0,0,"90  или более, но не 100%",,,600-1000,4.0,-14.9,,
2017-01-17 07:00:00,-12.7,737.2,779.1,84.0,0,100%.,-13.4,,300-600,2.0,-14.9,2,119.0
2017-01-17 13:00:00,-12.8,738.2,779.8,75.0,2,"90  или более, но не 100%",,,600-1000,4.0,-16.3,,
2017-01-17 19:00:00,-20.9,740.4,783.9,76.0,1,Облаков нет.,,-10.2,,10.0,-24.0,"0,5",
2017-01-18 01:00:00,-25.4,740.4,784.7,72.0,0,Облаков нет.,,,,10.0,-29.0,,
2017-01-18 07:00:00,-21.6,739.8,783.4,75.0,0,"90  или более, но не 100%",-26.5,,"2500 или более, или облаков нет.",10.0,-24.8,Осадков нет,115.0
2017-01-18 13:00:00,-14.8,739.0,781.3,79.0,0,50%.,,,"2500 или более, или облаков нет.",10.0,-17.6,,
2017-01-18 19:00:00,-17.0,738.1,780.9,84.0,0,40%.,,-10.2,"2500 или более, или облаков нет.",10.0,-19.1,Осадков нет,
2017-01-19 01:00:00,-22.1,738.0,781.6,76.0,0,Облаков нет.,,,,10.0,-25.2,,
2017-01-19 07:00:00,-23.3,738.4,782.2,73.0,0,70 – 80%.,-23.3,,"2500 или более, или облаков нет.",10.0,-26.8,Осадков нет,109.0
2017-01-19 13:00:00,-15.8,737.7,780.2,82.0,0,20–30%.,,,"2500 или более, или облаков нет.",10.0,-18.2,,
2017-01-20 01:00:00,-24.0,736.8,780.6,73.0,0,Облаков нет.,,,,4.0,-27.5,,
2017-01-20 07:00:00,-26.3,735.8,780.4,69.0,0,Облаков нет.,-26.5,,,10.0,-30.3,Осадков нет,107.0
2017-01-20 13:00:00,-20.1,734.6,776.8,80.0,0,60%.,,,"2500 или более, или облаков нет.",10.0,-22.7,,
2017-01-20 19:00:00,-17.4,734.2,776.7,79.0,0,40%.,,-13.9,"2500 или более, или облаков нет.",10.0,-20.2,Осадков нет,
2017-01-21 01:00:00,-21.7,732.6,775.2,80.0,1,60%.,,,"2500 или более, или облаков нет.",10.0,-24.2,,
2017-01-21 07:00:00,-18.1,730.8,773.3,80.0,0,20–30%.,-20.4,,"2500 или более, или облаков нет.",10.0,-20.8,Осадков нет,107.0
2017-01-21 13:00:00,-13.4,728.8,770.0,85.0,0,100%.,,,600-1000,50.0,-15.4,,
2017-01-21 19:00:00,-9.6,726.1,766.9,84.0,0,100%.,,-7.4,"2500 или более, или облаков нет.",50.0,-11.9,Осадков нет,
2017-01-22 01:00:00,-7.4,726.7,767.1,85.0,1,100%.,,,600-1000,50.0,-9.5,,
2017-01-22 07:00:00,-5.4,729.6,769.9,91.0,0,100%.,-10.7,,300-600,4.0,-6.7,"0,8",108.0
2017-01-22 13:00:00,-5.4,729.1,769.0,88.0,0,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-7.1,,
2017-01-22 19:00:00,-8.5,728.4,769.1,89.0,0,50%.,,-0.3,"2500 или более, или облаков нет.",10.0,-10.0,Следы осадков,
2017-01-23 01:00:00,-10.5,727.5,768.5,87.0,0,60%.,,,"2500 или более, или облаков нет.",4.0,-12.2,,
2017-01-23 07:00:00,-17.7,726.2,768.0,85.0,1,20–30%.,-16.4,,"2500 или более, или облаков нет.",10.0,-19.6,Осадков нет,108.0
2017-01-23 13:00:00,-7.1,724.0,764.3,89.0,0,70 – 80%.,,,600-1000,50.0,-8.7,,
2017-01-24 01:00:00,-2.0,721.6,760.9,94.0,1,100%.,,,300-600,2.0,-2.9,,
2017-01-24 07:00:00,-5.4,727.4,767.6,85.0,4,100%.,-9.1,,300-600,4.0,-7.6,3,114.0
2017-01-24 13:00:00,-7.9,730.7,771.5,63.0,2,100%.,,,1000-1500,10.0,-13.7,,
2017-01-24 19:00:00,-12.6,731.5,773.2,82.0,0,"90  или более, но не 100%",,-5.5,"2500 или более, или облаков нет.",50.0,-15.1,"0,7",
2017-01-25 01:00:00,-18.4,734.3,777.1,78.0,0,Облаков нет.,,,,50.0,-21.3,,
2017-01-25 07:00:00,-22.0,735.8,779.2,75.0,0,20–30%.,-22.1,,"2500 или более, или облаков нет.",50.0,-25.2,Осадков нет,110.0
2017-01-25 13:00:00,-16.5,736.7,778.8,80.0,1,"90  или более, но не 100%",,,"2500 или более, или облаков нет.",10.0,-19.1,,
2017-01-25 19:00:00,-13.8,734.8,776.5,80.0,0,100%.,,-9.8,600-1000,10.0,-16.5,Осадков нет,
2017-01-26 01:00:00,-13.0,732.6,773.9,85.0,0,100%.,,,600-1000,10.0,-15.0,,
2017-01-26 07:00:00,-7.8,732.1,773.0,88.0,0,100%.,-12.3,,300-600,2.0,-9.4,"0,2",107.0
2017-01-26 19:00:00,-4.9,731.7,772.0,84.0,5,100%.,,-3.8,200-300,4.0,-7.2,9,
2017-01-27 01:00:00,-13.3,733.6,775.5,78.0,1,40%.,,,"2500 или более, или облаков нет.",10.0,-16.4,,
2017-01-27 07:00:00,-26.5,735.7,779.9,70.0,0,Облаков нет.,-26.5,,,10.0,-30.3,1,118.0
2017-01-27 13:00:00,-17.7,736.9,779.6,78.0,1,Облаков нет.,,,,50.0,-20.7,,
2017-01-28 01:00:00,-14.6,734.8,776.9,62.0,7,Облаков нет.,,,,50.0,-20.4,,
2017-01-28 07:00:00,-17.4,732.0,774.4,50.0,3,Облаков нет.,-22.3,,,50.0,-25.3,Осадков нет,116.0
2017-01-28 13:00:00,-14.8,731.3,772.9,50.0,2,20–30%.,,,"2500 или более, или облаков нет.",50.0,-22.9,,
2017-01-28 19:00:00,-18.9,731.5,774.1,81.0,0,50%.,,-10.6,"2500 или более, или облаков нет.",50.0,-21.4,Осадков нет,
2017-01-29 01:00:00,-22.7,731.9,775.3,75.0,0,Облаков нет.,,,,50.0,-26.0,,
2017-01-29 07:00:00,-27.2,732.9,776.6,75.0,0,Облаков нет.,-27.2,,,50.0,-30.3,Осадков нет,112.0
2017-01-29 13:00:00,-17.1,733.3,775.3,75.0,1,40%.,,,"2500 или более, или облаков нет.",50.0,-20.5,,
2017-01-29 19:00:00,-14.4,733.9,775.6,80.0,0,"90  или более, но не 100%",,-10.7,"2500 или более, или облаков нет.",50.0,-17.1,Осадков нет,
2017-01-30 01:00:00,-9.1,734.8,775.9,83.0,0,100%.,,,1000-1500,50.0,-11.5,,
2017-01-30 07:00:00,-8.7,735.2,776.4,84.0,0,100%.,-12.2,,1000-1500,50.0,-10.9,Осадков нет,112.0
2017-01-30 13:00:00,-3.7,734.2,774.6,59.0,0,20–30%.,,,"2500 или более, или облаков нет.",50.0,-10.6,,
2017-01-31 01:00:00,-18.4,732.1,774.7,79.0,0,Облаков нет.,,,,10.0,-21.1,,
2017-01-31 07:00:00,-24.0,732.0,775.2,90.0,0,Облаков нет.,-22.1,,,10.0,-25.2,Осадков нет,109.0
2017-01-31 13:00:00,-11.5,732.1,773.6,83.0,0,20–30%.,,,"2500 или более, или облаков нет.",50.0,-13.8,,
2017-02-01 01:00:00,-20.0,732.7,775.6,77.0,1,Облаков нет.,,,,50.0,-23.0,,
2017-02-01 07:00:00,-23.6,732.1,775.6,73.0,0,Облаков нет.,-23.6,,,50.0,-27.1,Осадков нет,109.0
2017-02-01 13:00:00,-15.2,730.7,772.3,85.0,1,Облаков нет.,,,,50.0,-17.2,,
2017-02-01 19:00:00,-15.9,729.2,771.2,82.0,0,20–30%.,,-5.4,"2500 или более, или облаков нет.",50.0,-18.3,Осадков нет,
2017-02-02 01:00:00,-16.5,729.0,770.7,85.0,0,40%.,,,"2500 или более, или облаков нет.",50.0,-18.4,,
2017-02-02 07:00:00,-15.6,728.7,770.2,85.0,0,"90  или более, но не 100%",-17.1,,"2500 или более, или облаков нет.",50.0,-17.5,Осадков нет,109.0
2017-02-02 13:00:00,-6.9,728.1,768.6,70.0,1,70 – 80%.,,,"2500 или более, или облаков нет.",50.0,-11.6,,
2017-02-02 19:00:00,-4.8,729.2,769.4,82.0,0,100%.,,-2.2,300-600,4.0,-7.5,"0,2",
2017-02-03 07:00:00,-16.1,728.2,770.1,81.0,0,100%.,-17.7,,"2500 или более, или облаков нет.",10.0,-18.6,"0,5",109.0
2017-02-03 13:00:00,-9.0,726.8,767.1,92.0,0,40%.,,,"2500 или более, или облаков нет.",50.0,-10.1,,
2017-02-04 01:00:00,-17.7,723.6,765.8,80.0,1,Облаков нет.,,,,50.0,-20.4,,
2017-02-04 07:00:00,-17.2,721.3,763.6,80.0,0,Облаков нет.,,,,50.0,-19.9,Осадков нет,108.0
2017-02-04 19:00:00,-6.0,727.4,768.0,81.0,2,100%.,,-4.5,200-300,4.0,-8.7,"0,8",
2017-02-05 07:00:00,-11.2,732.6,774.2,80.0,1,"90  или более, но не 100%",-13.2,,600-1000,10.0,-14.0,3,111.0
2017-02-05 19:00:00,-18.3,736.1,778.9,80.0,1,60%.,,-8.2,"2500 или более, или облаков нет.",10.0,-20.9,"0,3",
2017-02-06 01:00:00,-25.2,740.1,784.3,85.0,0,20–30%.,,,"2500 или более, или облаков нет.",50.0,-27.0,,
2017-02-06 07:00:00,-21.4,742.3,786.4,76.0,0,"90  или более, но не 100%",-23.8,,600-1000,4.0,-24.5,"0,3",111.0
2017-02-06 13:00:00,-16.2,743.8,786.0,81.0,1,40%.,,,,,-18.8,,
2017-02-07 01:00:00,-22.7,741.1,785.2,74.0,0,60%.,,,,,-26.1,,
2017-02-07 07:00:00,-28.1,739.6,784.5,81.0,0,20–30%.,-28.1,,,,-30.4,Осадков нет,109.0
2017-02-07 13:00:00,-13.8,737.8,780.1,89.0,0,40%.,,,,,-15.3,,
2017-02-07 19:00:00,-15.3,735.6,778.0,83.0,1,60%.,,-5.0,,,-17.5,Осадков нет,
2017-02-08 01:00:00,-18.9,735.3,778.4,77.0,0,50%.,,,,,-21.9,,
2017-02-08 07:00:00,-25.2,734.5,778.6,95.0,1,20–30%.,-23.3,,,,-25.8,Осадков нет,109.0
2017-02-08 13:00:00,-9.7,733.6,775.3,78.0,0,20–30%.,,,,,-12.9,,
2017-02-08 19:00:00,-13.3,732.1,773.8,84.0,1,20–30%.,,-3.6,,,-15.4,Осадков нет,
2017-02-09 01:00:00,-20.4,731.1,774.1,76.0,0,Облаков нет.,,,,,-23.5,,
2017-02-09 07:00:00,-15.2,730.4,772.9,81.0,0,"90  или более, но не 100%",-20.4,,,,-17.8,Осадков нет,109.0
2017-02-09 13:00:00,-10.8,729.3,770.5,85.0,0,60%.,,,,,-12.8,,
2017-02-09 19:00:00,-8.8,726.8,767.7,91.0,1,60%.,,0.0,,,-10.0,Осадков нет,
2017-02-10 01:00:00,-9.2,723.8,764.7,88.0,1,"90  или более, но не 100%",,,,,-10.8,,
2017-02-10 07:00:00,-5.7,724.9,765.1,91.0,0,100%.,-11.0,,,,-7.0,Следы осадков,108.0
2017-02-10 19:00:00,-10.5,729.6,771.0,73.0,2,100%.,,-3.2,,,-14.5,1,
2017-02-11 01:00:00,-19.3,732.4,775.3,79.0,1,"90  или более, но не 100%",,,,,-22.1,,
2017-02-11 07:00:00,-18.7,732.4,775.1,80.0,1,100%.,-20.3,,,,-21.3,"0,2",109.0
2017-02-11 13:00:00,-13.2,733.0,774.9,67.0,1,Облаков нет.,,,,,-18.1,,
2017-02-11 19:00:00,-17.6,733.5,776.3,84.0,0,20–30%.,,-9.0,,,-19.7,Следы осадков,
2017-02-12 01:00:00,-27.2,734.4,778.8,86.0,0,20–30%.,,,,,-28.8,,
2017-02-12 07:00:00,-28.4,734.8,779.4,75.0,1,20–30%.,-28.6,,,,-31.5,Осадков нет,109.0
2017-02-12 13:00:00,-16.7,735.9,778.9,77.0,1,"90  или более, но не 100%",,,,,-19.8,,
2017-02-12 19:00:00,-12.7,736.7,778.9,77.0,2,"90  или более, но не 100%",,-10.9,,,-15.9,Следы осадков,
2017-02-13 01:00:00,-24.6,738.1,782.5,75.0,1,20–30%.,,,,,-27.8,,
2017-02-13 07:00:00,-28.2,738.1,782.8,80.0,0,70 – 80%.,-28.2,,,,-30.6,"0,2",109.0
2017-02-13 13:00:00,-19.1,737.2,780.3,70.0,0,70 – 80%.,,,,,-23.2,,
2017-02-13 19:00:00,-12.9,735.7,777.7,80.0,1,100%.,,-8.6,,,-15.6,Осадков нет,
2017-02-14 07:00:00,-20.6,738.2,781.7,78.0,0,60%.,-20.6,,,,-23.5,"0,8",109.0
2017-02-14 13:00:00,-13.4,736.6,778.6,60.0,1,20–30%.,,,,,-19.5,,
2017-02-14 19:00:00,-18.0,734.6,777.4,82.0,0,70 – 80%.,,-9.2,,,-20.4,Осадков нет,
2017-02-15 01:00:00,-28.7,734.3,778.9,79.0,0,Облаков нет.,,,,,-31.2,,
2017-02-15 07:00:00,-32.1,735.7,781.0,75.0,0,Облаков нет.,-32.1,,,,-35.0,Осадков нет,109.0
2017-02-15 13:00:00,-18.3,737.8,779.8,70.0,1,Облаков нет.,,,,,-22.4,,
2017-02-16 01:00:00,-28.1,736.3,780.9,90.0,1,Облаков нет.,,,,,-29.2,,
2017-02-16 07:00:00,-28.5,735.6,780.5,66.0,0,Облаков нет.,-29.0,,,,-32.8,Осадков нет,109.0
2017-02-16 13:00:00,-17.0,734.0,775.9,80.0,1,"90  или более, но не 100%",,,,,-19.6,,
2017-02-16 19:00:00,-13.3,731.4,772.6,80.0,1,100%.,,-6.1,,,-16.0,Осадков нет,
2017-02-17 01:00:00,-14.4,729.1,770.8,82.0,1,100%.,,,,,-16.8,,
2017-02-17 07:00:00,-13.4,725.8,767.2,82.0,1,100%.,,,,,-15.8,Осадков нет,109.0
2017-02-17 13:00:00,-7.4,719.4,759.0,77.0,1,100%.,,,,,-10.8,,
2017-02-17 19:00:00,-3.6,717.6,757.0,92.0,1,100%.,,-2.4,,,-4.8,3,
2017-02-18 07:00:00,-7.9,729.9,770.6,81.0,2,100%.,-7.9,,,,-10.7,3,114.0
2017-02-18 19:00:00,-14.2,729.2,770.9,84.0,0,Облаков нет.,,-4.6,,,-16.4,"0,2",
2017-02-19 01:00:00,-22.3,729.1,772.2,76.0,0,Облаков нет.,,,,,-25.4,,
2017-02-19 07:00:00,-28.1,727.8,771.2,81.0,0,Облаков нет.,-28.1,,,,-30.4,Осадков нет,114.0
2017-02-19 13:00:00,-12.5,723.2,764.3,69.0,1,100%.,,,,,-17.1,,
2017-02-19 19:00:00,-6.2,724.5,764.6,89.0,1,100%.,,-5.3,,,-7.8,1,
2017-02-20 07:00:00,-11.7,733.7,775.3,85.0,1,50%.,-11.7,,,,-13.7,4,121.0
2017-02-20 13:00:00,-4.4,730.6,770.9,63.0,1,60%.,,,,,-10.5,,
2017-02-20 19:00:00,-6.5,729.0,769.4,85.0,0,100%.,,-1.5,,,-8.7,Следы осадков,
2017-02-21 13:00:00,-4.8,730.1,769.9,72.0,0,"90  или более, но не 100%",,,,,-9.2,,122.0
2017-02-21 19:00:00,-1.4,729.7,769.4,81.0,1,100%.,,0.7,,,-4.2,"0,7",
2017-02-22 07:00:00,-3.9,731.8,772.0,91.0,0,100%.,-3.9,,,,-5.1,"0,9",123.0
2017-02-22 19:00:00,-2.6,733.5,773.6,80.0,1,70 – 80%.,,,,,-5.7,Следы осадков,
2017-02-23 01:00:00,-7.7,735.4,776.5,91.0,0,50%.,,,,,-9.0,,
2017-02-23 07:00:00,-17.5,736.0,778.3,90.0,0,20–30%.,-17.5,,,,-18.7,Осадков нет,119.0
2017-02-23 13:00:00,-3.8,734.3,774.2,60.0,1,Облаков нет.,,,,,-10.5,,
2017-02-24 01:00:00,-13.6,732.7,774.4,82.0,1,Облаков нет.,,,,,-16.0,,
2017-02-24 07:00:00,-16.2,732.4,774.7,80.0,1,Облаков нет.,-17.1,,,,-18.9,Осадков нет,116.0
2017-02-24 13:00:00,-4.1,731.2,770.8,71.0,1,Облаков нет.,,,,,-8.7,,
2017-02-24 19:00:00,-3.6,729.8,769.9,87.0,0,"90  или более, но не 100%",,,,,-5.5,Осадков нет,
2017-02-25 01:00:00,-12.2,729.7,771.1,86.0,0,60%.,,,,,-14.1,,
2017-02-25 07:00:00,-15.8,730.4,772.5,81.0,0,"90  или более, но не 100%",-16.2,,,,-18.4,Осадков нет,116.0
2017-02-25 13:00:00,-2.8,729.6,769.0,65.0,0,20–30%.,,,,,-8.5,,
2017-02-25 19:00:00,-4.9,729.3,769.5,78.0,0,70 – 80%.,,7.1,,,-8.2,Осадков нет,
2017-02-26 01:00:00,-8.5,729.0,769.8,90.0,0,20–30%.,,,,,-9.9,,
2017-02-26 07:00:00,-9.9,730.3,771.4,87.0,0,"90  или более, но не 100%",-10.5,,,,-11.7,Осадков нет,114.0
2017-02-26 13:00:00,1.2,732.3,771.7,56.0,0,60%.,,,,,-6.8,,
2017-02-26 19:00:00,1.5,733.6,773.1,69.0,1,70 – 80%.,,4.8,,,-3.6,Осадков нет,
2017-02-27 01:00:00,-6.6,734.9,775.7,91.0,1,100%.,,,,,-7.8,,
2017-02-27 07:00:00,-1.7,735.1,775.2,89.0,1,100%.,-6.9,,,,-3.3,Осадков нет,113.0
2017-02-27 13:00:00,2.3,735.1,774.5,64.0,0,"90  или более, но не 100%",,,,,-3.8,,
2017-02-27 19:00:00,1.5,735.7,775.3,85.0,0,100%.,,2.8,,,-0.8,Следы осадков,
2017-02-28 07:00:00,-5.9,735.7,776.5,92.0,0,Облаков нет.,-5.9,,,,-7.0,Осадков нет,111.0
2017-02-28 13:00:00,6.3,734.5,773.2,53.0,1,Облаков нет.,,,,,-2.8,,
2017-02-28 19:00:00,-1.2,732.4,772.2,82.0,1,20–30%.,,7.6,,,-4.0,Осадков нет,
2017-03-01 01:00:00,-10.0,731.3,772.4,90.0,0,Облаков нет.,,,,,-11.4,,
2017-03-01 07:00:00,-13.6,730.9,772.6,85.0,0,Облаков нет.,-13.7,,,,-15.6,Осадков нет,109.0
2017-03-01 13:00:00,0.4,728.4,767.5,65.0,1,50%.,,,,,-5.5,,
2017-03-01 19:00:00,4.9,727.3,766.3,44.0,1,70 – 80%.,,7.4,,,-6.6,Осадков нет,
2017-03-02 01:00:00,-3.9,727.8,767.8,87.0,0,60%.,,,,,-5.8,,
2017-03-02 07:00:00,-3.5,727.6,767.5,86.0,0,100%.,-5.9,,,,-5.5,Осадков нет,104.0
2017-03-02 19:00:00,-2.0,730.9,770.8,78.0,3,100%.,,-0.5,,,-5.4,,
2017-03-03 07:00:00,-5.6,735.2,775.9,78.0,0,100%.,-5.8,,,,-8.8,,108.0
2017-03-03 19:00:00,-3.8,735.7,776.2,67.0,2,"90  или более, но не 100%",,-1.9,,,-9.1,,
2017-03-04 01:00:00,-5.6,736.6,777.4,82.0,0,"90  или более, но не 100%",,,,,-8.2,,
2017-03-04 07:00:00,-9.2,737.8,779.2,89.0,0,"90  или более, но не 100%",-11.8,,,,-10.7,,105.0
2017-03-04 13:00:00,-2.3,738.1,778.3,62.0,1,100%.,,,,,-8.7,,
2017-03-04 19:00:00,-1.6,738.0,778.2,69.0,0,70 – 80%.,,1.6,,,-6.7,,
2017-03-05 01:00:00,-4.3,738.4,779.1,84.0,0,70 – 80%.,,,,,-6.6,,
2017-03-05 07:00:00,-4.8,738.1,778.9,80.0,0,100%.,-7.5,,,,-7.7,,104.0
2017-03-05 13:00:00,3.0,737.4,776.8,47.0,1,Облаков нет.,,,,,-7.2,,
2017-03-06 01:00:00,-7.0,735.6,776.5,91.0,1,Облаков нет.,,,,,-8.2,,
2017-03-06 07:00:00,-11.8,735.1,776.8,87.0,0,Облаков нет.,-12.1,,,,-13.5,,103.0
2017-03-06 13:00:00,6.4,733.6,772.3,42.0,1,Облаков нет.,,,,,-5.8,,
2017-03-07 01:00:00,-7.7,733.6,774.4,91.0,0,Облаков нет.,,,,,-8.9,,
2017-03-07 07:00:00,-11.5,733.6,775.4,87.0,0,Облаков нет.,-13.4,,,,-13.2,,102.0
2017-03-07 13:00:00,5.5,732.8,771.7,53.0,1,Облаков нет.,,,,,-3.4,,
2017-03-08 01:00:00,-7.7,731.1,771.8,92.0,0,Облаков нет.,,,,,-8.8,,
2017-03-08 07:00:00,-12.8,730.5,772.0,85.0,0,Облаков нет.,-12.8,,,,-14.8,,99.0
2017-03-08 13:00:00,3.4,728.7,767.6,54.0,1,Облаков нет.,,,,,-5.1,,
2017-03-09 01:00:00,-9.2,728.1,769.0,89.0,0,Облаков нет.,,,,,-10.7,,
2017-03-09 07:00:00,-12.1,728.8,770.1,87.0,1,40%.,-12.3,,,,-13.9,,98.0
2017-03-09 13:00:00,1.3,728.5,767.8,46.0,1,60%.,,,,,-9.2,,
2017-03-09 19:00:00,-1.2,729.7,769.4,55.0,2,"90  или более, но не 100%",,2.2,,,-9.2,,
2017-03-10 01:00:00,-6.6,732.2,772.9,82.0,0,70 – 80%.,,,,,-9.2,,
2017-03-10 07:00:00,-9.3,734.0,775.2,89.0,1,"90  или более, но не 100%",-9.3,,,,-10.8,,96.0
2017-03-10 13:00:00,-0.6,734.3,774.2,47.0,3,Облаков нет.,,,,,-10.6,,
2017-03-11 01:00:00,-12.7,734.9,776.7,86.0,0,Облаков нет.,,,,,-14.6,,
2017-03-11 07:00:00,-16.9,736.0,778.6,82.0,0,Облаков нет.,-16.9,,,,-19.3,,96.0
2017-03-11 13:00:00,0.6,735.3,775.0,46.0,1,Облаков нет.,,,,,-9.9,,
2017-03-12 01:00:00,-11.5,737.2,778.9,89.0,0,Облаков нет.,,,,,-12.9,,
2017-03-12 07:00:00,-16.3,737.9,780.5,83.0,0,Облаков нет.,-16.3,,,,-18.6,,93.0
2017-03-12 13:00:00,1.2,735.9,775.6,43.0,1,Облаков нет.,,,,,-10.0,,
2017-03-13 01:00:00,-11.5,734.7,776.3,85.0,0,Облаков нет.,,,,,-13.5,,
2017-03-13 07:00:00,-16.1,734.3,776.7,82.0,1,Облаков нет.,-16.1,,,,-18.5,,91.0
2017-03-13 13:00:00,1.8,732.6,772.0,43.0,1,Облаков нет.,,,,,-9.6,,
2017-03-13 19:00:00,3.1,731.2,770.8,40.0,1,20–30%.,,5.8,,,-9.3,,
2017-03-14 01:00:00,-9.7,731.0,772.1,90.0,0,Облаков нет.,,,,,-11.1,,
2017-03-14 07:00:00,-14.4,730.4,772.3,84.0,0,Облаков нет.,-14.6,,,,-16.6,,90.0
2017-03-14 13:00:00,2.8,728.3,766.9,43.0,0,Облаков нет.,,,,,-8.6,,
2017-03-14 19:00:00,1.4,726.8,766.0,56.0,1,"90  или более, но не 100%",,9.2,,,-6.5,,
2017-03-15 01:00:00,-7.7,728.9,769.6,86.0,0,Облаков нет.,,,,,-9.6,,
2017-03-15 07:00:00,-11.1,730.0,771.3,87.0,0,20–30%.,-11.4,,,,-12.9,,86.0
2017-03-15 13:00:00,-0.5,730.5,770.1,49.0,4,"90  или более, но не 100%",,,,,-10.0,,
2017-03-15 19:00:00,-2.8,732.1,772.2,83.0,2,100%.,,-0.3,,,-5.4,,
2017-03-16 01:00:00,-10.3,733.8,775.1,87.0,0,60%.,,,,,-12.1,,
2017-03-16 07:00:00,-15.1,734.4,776.5,83.0,0,50%.,-15.4,,,,-17.4,,85.0
2017-03-16 13:00:00,-0.9,733.5,773.4,46.0,2,"90  или более, но не 100%",,,,,-11.3,,
2017-03-16 19:00:00,-1.4,733.3,773.2,44.0,1,20–30%.,,1.4,,,-12.3,,
2017-03-17 01:00:00,-12.3,734.0,775.7,78.0,1,Облаков нет.,,,,,-15.4,,
2017-03-17 07:00:00,-14.0,734.2,776.1,82.0,2,Облаков нет.,-14.0,,,,-16.5,,85.0
2017-03-17 13:00:00,-0.7,733.0,772.8,40.0,4,Облаков нет.,,,,,-12.9,,
2017-03-18 01:00:00,-4.8,732.4,772.7,46.0,0,Облаков нет.,,,,,-14.8,,
2017-03-18 07:00:00,-13.3,732.5,774.3,75.0,1,Облаков нет.,-13.3,,,,-16.9,,84.0
2017-03-18 13:00:00,1.7,731.7,771.1,31.0,3,Облаков нет.,,,,,-13.7,,
2017-03-19 01:00:00,-4.5,731.8,772.1,58.0,1,Облаков нет.,,,,,-11.7,,
2017-03-19 07:00:00,-10.6,731.3,772.6,73.0,0,20–30%.,-10.6,,,,-14.5,,82.0
2017-03-19 13:00:00,3.8,730.0,769.0,32.0,3,50%.,,,,,-11.7,,
2017-03-19 19:00:00,4.2,730.0,768.8,31.0,1,50%.,,6.7,,,-11.4,,
2017-03-20 01:00:00,-4.6,732.6,773.0,72.0,0,40%.,,,,,-9.0,,
2017-03-20 07:00:00,-8.5,734.1,775.2,78.0,0,20–30%.,-8.5,,,,-11.7,,80.0
2017-03-20 13:00:00,1.1,733.8,773.4,35.0,2,70 – 80%.,,,,,-12.8,,
2017-03-20 19:00:00,1.7,733.0,772.4,35.0,1,60%.,,5.4,,,-12.2,,
2017-03-21 01:00:00,-8.9,733.0,774.0,84.0,1,Облаков нет.,,,,,-11.2,,
2017-03-21 07:00:00,-14.2,733.1,775.0,85.0,0,Облаков нет.,-14.5,,,,-16.2,,79.0
2017-03-21 13:00:00,2.5,730.4,769.2,38.0,0,Облаков нет.,,,,,-10.4,,
2017-03-22 01:00:00,-6.5,731.4,772.0,81.0,1,Облаков нет.,,,,,-9.2,,
